品牌,型号,受欢迎度,CADR 灰尘(m3/h),AHAM认证,最小功率(W),最大功率(W),最小噪音(dB),最大噪音(dB),产地,重量(kg),价格,最大风量,风档,睡眠模式,支持遥控,支持定时,空气质量显示,滤网更新提醒,耗材名称；耗材型号；价格,网址,净化器类型,评测
瑞士风,P355,8.7,275,FALSE,,57,,25,中国,5.4,495,,3,TRUE,FALSE,TRUE,TRUE,TRUE,"预过滤网； P350预过滤网；78
活性炭网；P350活性炭网；178
HEPA滤网；P350 hepa；258","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.33.CSZU6T&id=17918238447&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.21.CSZU6T&id=19501043979&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.27.CSZU6T&id=23503576866&areaId=211200&cat_id=2&rn=65d4b58f57ecde75168d314fe0485763&user_id=1596698638&is_b=1",过滤型,
瑞士风,P380,6.7,306,FALSE,,86,44.36,46.96,台湾,7.7,488,,3,TRUE,TRUE,TRUE,FALSE,TRUE,"预过滤网；P380预过滤网；98
活性炭网；P380活性炭网；198
HEPA滤网；P380 hepa；268","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.39.E8k9wI&id=24032600295&areaId=211200&cat_id=2&rn=e37a24f3ea40ecae1902703e644b64f0&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.45.E8k9wI&id=19501163506&areaId=211200&cat_id=2&rn=e37a24f3ea40ecae1902703e644b64f0&user_id=1596698638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.15.E8k9wI&id=17663586456&areaId=211200&cat_id=2&rn=e37a24f3ea40ecae1902703e644b64f0&user_id=1596698638&is_b=1",过滤型,
瑞士风,W2255,2.9,,,,20,,,捷克,6.5,899,,3,TRUE,FALSE,FALSE,FALSE,FALSE,无耗材,,电子型,
瑞士风,W490,3.9,,,,18,,,捷克,6,"3,298",,,TRUE,FALSE,TRUE,FALSE,FALSE,无耗材,,电子型,
瑞士风,W520,1.9,,,,22,,,,6.5,"3,999",,3,TRUE,FALSE,TRUE,FALSE,FALSE,——,——,——,
美的,KJ15F-NU,3.6,,,,43,,,,3.9,819,,4,TRUE,FALSE,FALSE,TRUE,TRUE,复合滤网；MH02；89,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.8.CZYPk6&id=36404773660&areaId=211200&cat_id=2&rn=3df1baf6e924d752204d9455e59562f5&user_id=1815818410&is_b=1,过滤型,
美的,KJ15FE-NU,2.6,,,,43,,55,,3.9,788,150,,FALSE,FALSE,TRUE,FALSE,TRUE,复合滤网；KJ20FE-NH2；146,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.UF3f9Q&id=19301395173&areaId=211200&cat_id=2&rn=1be0818591df7cf4418773f69f9643b3&user_id=1024385003&is_b=1,过滤型,
美的,KJ20FE-NH,9.4,130,FALSE,,37,23,55,中国,4.5,678,150,4,TRUE,FALSE,TRUE,TRUE,TRUE,复合滤网；KJ20FE-NH；158,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.108.WfQYaV&id=40038233600&areaId=211200&cat_id=2&rn=6988352425ce767c0b78eef0bff3a01b&user_id=410231012&is_b=1,过滤型,
美的,KJ20FE-NY,4.6,,,,65,,,,4.5,598,200,3,FALSE,FALSE,TRUE,FALSE,TRUE,——,——,——,
美的,KJ30F-NA,2.7,,,,,,35,,9,"1,680",,3,,,,,,——,——,——,
美的,KJ30FE-NA,3.6,,,,65,,,,10.7,"1,815",,4,FALSE,FALSE,TRUE,FALSE,TRUE,——,——,——,
美的,KJ30FE-NV,4.8,290,FALSE,,57,35,60,中国,6.5,,310,4,TRUE,FALSE,TRUE,TRUE,TRUE,复合滤网；——,——,过滤型,
美的,KJ35FR-NA,1.7,,,,68,,,,8,,240,4,,,,,,——,——,——,
美的,KJ40FE-NI,3,,,,45,,60,,10,,400,,,,,,,复合滤网；——,——,过滤型,
美的,KJG230S,1.9,,,,32,,,,,899,,3,FALSE,FALSE,TRUE,FALSE,TRUE,——,——,——,
美的,PARALDA,1.9,,,,50,,,,6.8,"4,980",,,FALSE,TRUE,TRUE,FALSE,FALSE,——,——,——,
美菱,ML-KJ512,1.8,,,,58,,,中国,10,"1,897.3",0,,TRUE,,TRUE,TRUE,TRUE,——,——,——,
艾美特,AC16,3.9,220,FALSE,,50,,51,中国,4.2,569,,5,FALSE,TRUE,TRUE,TRUE,FALSE,复合滤网；LW16；148,http://item.jd.com/977705.html,复合型（离子）,
艾美特,AC17,2.9,,,,50,,52,中国,4.5,698,,4,FALSE,TRUE,TRUE,TRUE,FALSE,复合滤网；LW17；218,http://item.jd.com/977711.html,复合型（离子）,
艾美特,AC19,2.9,103,FALSE,,45,,61,中国,2.15,499,,3,FALSE,FALSE,TRUE,FALSE,FALSE,复合滤网；LW19；96,http://item.jd.com/977704.html,复合型（离子）,
艾美特,AC23,6.7,355,FALSE,,75,,61,中国,11.5,"2,588",,4,,FALSE,TRUE,TRUE,,复合滤网；LW23；399,http://item.jd.com/977713.html,复合型（离子）,
艾美特,AC24,7.4,274,FALSE,,65,,60,中国,7.17,"1,999",,4,TRUE,FALSE,TRUE,TRUE,TRUE,复合滤网；LW24；358,http://item.jd.com/977709.html,复合型（离子）,
艾美特,AC27,6.6,191,FALSE,,50,,54,中国,3.8,999,5,4,FALSE,FALSE,TRUE,TRUE,FALSE,复合滤网；LW27；158,http://item.jd.com/977708.html,复合型（离子）,
艾美特,AC28,5.9,255,FALSE,,60,,56,中国,7.05,"1,299",,4,FALSE,TRUE,TRUE,FALSE,FALSE,复合滤网；LW28；216,http://item.jd.com/977712.html,复合型（离子）,
艾美特,AC34,3,195,FALSE,,,,,,,,,4,,,TRUE,TRUE,,复合滤网；LW34；120,http://item.jd.com/977707.html,复合型（离子）,
艾美特,AC45,3,195,FALSE,,,,,,,,,4,,TRUE,TRUE,,,——,——,复合型（离子）,
艾美特,AC46,3.8,220,FALSE,,50,,,中国,4.5,,,4,TRUE,,TRUE,TRUE,TRUE,——,——,复合型（离子）,
范罗士,AERAMAX DX5,1.7,65,TRUE,49,,,47,,4.55,,,,,,,,,——,——,——,
莱克,KJ101,3,,,,,,,,0.9,,,2,,,,,,复合滤网；——,——,过滤型,
莱克,KJ302,4,209,FALSE,,35,,,中国,5.3,,,6,TRUE,,TRUE,TRUE,TRUE,"集尘脱臭网；KJ302；399
除甲醛网；KJ302；129","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.38.T2b7IS&id=36563774162&areaId=211200&cat_id=2&rn=19cea870709be2dcb8dce11fdc089a7c&user_id=1723970733&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.44.T2b7IS&id=36456361690&areaId=211200&cat_id=2&rn=19cea870709be2dcb8dce11fdc089a7c&user_id=1723970733&is_b=1",过滤型,
莱克,KJ501,4,179,FALSE,,40,,,中国,8.3,,,6,TRUE,,TRUE,TRUE,TRUE,集尘脱臭网；KJ501；259,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.8.wY13jt&id=39481008079&areaId=211200&cat_id=2&rn=ed28b65e1048b28f2c5e6e900b332245&user_id=1749530881&is_b=1,过滤型,
莱克,KJ502,4,190,FALSE,,40,,,中国,7.5,,200,6,TRUE,,TRUE,TRUE,TRUE,集尘脱臭网；KJ502；259,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.8.wY13jt&id=39481008079&areaId=211200&cat_id=2&rn=ed28b65e1048b28f2c5e6e900b332245&user_id=1749530881&is_b=1,过滤型,
莱克,KJ601,3,407,FALSE,,,,,,,,,3,,,TRUE,TRUE,,复合滤芯；——,——,过滤型,
莱克,KJ701-1,4,289,FALSE,,40,,,中国,8,,,6,TRUE,FALSE,TRUE,TRUE,TRUE,复合滤网；KJ701-1；299,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.32.1lgLZc&id=39480272178&areaId=211200&cat_id=2&rn=1c7418845939e7a82639c94d79043a82&user_id=1749530881&is_b=1,过滤型,
莱克,KJ701-3,4.8,289,FALSE,,40,,,中国,8.1,,,6,TRUE,TRUE,TRUE,TRUE,TRUE,复合滤网；KJ701-3；299,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.32.1lgLZc&id=39480272178&areaId=211200&cat_id=2&rn=1c7418845939e7a82639c94d79043a82&user_id=1749530881&is_b=1,过滤型,
莱克,KJ702,3,316,FALSE,,,,,,,,,,,,TRUE,,,复合滤网；——,——,过滤型,
西屋,AP-612,3.9,,,,38,,,中国,3.5,598,120,3,FALSE,FALSE,FALSE,FALSE,FALSE,复合滤网；AP-612滤芯组件；139,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.7.UZL8ua&id=40809256410&areaId=211200&cat_id=2&rn=937ccfdffb50a7f9ae616e590fc047cc&user_id=2121935066&is_b=1,复合型,
西屋,AP-623,2.6,,,,,,,,5.2,898,,,FALSE,FALSE,FALSE,FALSE,FALSE,——,——,——,
西屋,AP-626,2,,,,40,,,中国,4.3,898,,4,TRUE,TRUE,TRUE,,TRUE,复合滤芯；AP-626滤芯；199,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.AbhzMW&id=18912529014&areaId=211200&cat_id=2&rn=7af2791628c23f7fcb5a9519a959b85f&user_id=1031184776&is_b=1,复合型,
西屋,AP-735,2,,,,55,,,中国,6.5,"1,580",,4,TRUE,TRUE,TRUE,,TRUE,复合滤芯； AP-735滤芯；269,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.PZIZrM&id=26056592551&areaId=211200&cat_id=2&rn=b03038c02e1ed8044156828664cb1dc7&user_id=1031184776&is_b=1,复合型,
西屋,AP-739,2,400,FALSE,,50,,25,中国,6.5,"1,998",,3,TRUE,FALSE,TRUE,,TRUE,复合滤网；——,——,过滤型,
西屋,AP-845,6.4,450,FALSE,,100,,,中国,10,"1,768",450,3,TRUE,TRUE,TRUE,TRUE,FALSE,复合滤网； AP-845X；359,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.WVwJoe&id=16782422935&areaId=211200&cat_id=2&rn=dce591760897f0f59ba11f83be894092&user_id=1031184776&is_b=1,过滤型,
西屋,ZP-9880G,2,800,FALSE,7,55,24,55,中国,10,"4,480",,3,TRUE,TRUE,TRUE,,TRUE,复合滤网；——,——,过滤型,
西屋,ZP-9880W,2,800,FALSE,7,55,24,55,中国,10,"4,180",,3,TRUE,TRUE,TRUE,,TRUE,复合滤网；——,——,过滤型,
贝昂,JF280B,1.9,225,FALSE,,,,,,,"3,998",,,TRUE,FALSE,TRUE,FALSE,FALSE,——（无产品）,,,
贝昂,KJF280B,1.8,225,FALSE,,32,,,中国,9.5,,225,3,TRUE,,FALSE,TRUE,FALSE,无耗材,,,
贝昂,KJF280C,1.8,225,FALSE,,32,,,中国,9.5,,225,3,TRUE,TRUE,FALSE,TRUE,FALSE,无耗材,,,
远大,TA100,8.4,100,FALSE,7,15,,39,中国,4,"2,480",100,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭滤网；TA100；120（10片）,http://product.suning.com/105568974.html,复合型,
远大,TA1000,7.4,1000,FALSE,20,60,,50,中国,21,"6,699",1000,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭滤网；CHW211-641；600（10片）,http://product.suning.com/101422956.html,复合型,
远大,TA2000,3.6,,,30,110,,53,,50,"12,600",2000,3,FALSE,FALSE,FALSE,FALSE,FALSE,活性炭滤网；CHW211-641；600（10片）,http://product.suning.com/101422956.html,复合型,
远大,TA240,7.4,240,FALSE,10,30,,,中国,7,"4,066",240,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭滤网；CHW124-401；220（10片）,http://product.suning.com/101422954.html,复合型,
远大,TA400,7.4,400,FALSE,15,30,,45,中国,9,"4,999",400,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭网；CHW124-641；330（10片）,http://product.suning.com/101422955.html?utm_source=union&utm_medium=C&utm_campaign=1316975&utm_content=0,复合型,
远大,TB100,8.4,100,FALSE,5,15,,39,中国,3.7,"2,949",100,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭滤网；TB100；120（10片）,http://product.suning.com/105568974.html,——,
远大,TB240,8.4,240,FALSE,10,20,,41,中国,6,"4,050",240,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭滤网；CHW124-401；220（10片）,http://product.suning.com/101422954.html,复合型,
远大,TB400,8.4,400,FALSE,15,15,,45,中国,8,"4,836.8",400,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭网；CHW124-641；330（10片）,http://product.suning.com/101422955.html?utm_source=union&utm_medium=C&utm_campaign=1316975&utm_content=0,复合型,
远大,TB800,6.6,800,FALSE,15,20,,48,,17.5,"6,680",800,3,FALSE,FALSE,TRUE,FALSE,FALSE,活性炭网；CHW124-641；330（10片）,http://product.suning.com/101422955.html?utm_source=union&utm_medium=C&utm_campaign=1316975&utm_content=0,复合型,
远大,TD50,3.6,,,4,9,,,,1.3,798,50,3,FALSE,FALSE,FALSE,FALSE,FALSE,——,——,——,
霍尼韦尔,18000,3.9,,,,80,20,50,墨西哥,5.32,"3,299",,3,FALSE,FALSE,FALSE,FALSE,TRUE,"活性炭滤芯；38002-CHN；——
HEPA滤芯；20500；700","
——http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.14.ZpPldY&id=41321099124&areaId=211200&cat_id=2&rn=f0b6c1311420aa863aed1a51ca75dacd&user_id=2185126840&is_b=1",过滤型,
霍尼韦尔,18250,4.7,,,,95,20,50,墨西哥,7.2,"5,752",,3,FALSE,FALSE,FALSE,FALSE,TRUE,"HEPA滤芯；28720；750
CPZ滤芯；21200；1080","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.66.jLiUbI&id=41338938584&areaId=211200&cat_id=2&rn=320f5d5829f15f6842cc6ed3cefceeff&user_id=2185126840&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.61.jLiUbI&id=41321251464&areaId=211200&cat_id=2&rn=320f5d5829f15f6842cc6ed3cefceeff&user_id=2185126840&is_b=1",过滤型,
霍尼韦尔,18400,2.9,,,,95,20,50,墨西哥,7.48,"5,152",,3,FALSE,FALSE,FALSE,FALSE,TRUE,"活性炭滤芯；38002-CHN；——
HEPA滤芯； 22500；990","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.gV4ilP&id=39400356889&areaId=211200&cat_id=2&rn=adeb767a66775524b8f0b0717af0db92&user_id=1050969638&is_b=1",过滤型,
霍尼韦尔,18450,5.4,,,,95,20,50,墨西哥,7.48,"7,299",331,3,FALSE,FALSE,FALSE,FALSE,TRUE,"活性炭滤芯；38002-CHN；——
HEPA滤芯；2875-CHN；950
CPZ滤芯；22200；1280","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.37.qOq4Bl&id=20680643124&areaId=211200&cat_id=2&rn=70550f71fe7323601bee2d4a0c459379&user_id=1050969638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.31.qOq4Bl&id=18557865786&areaId=211200&cat_id=2&rn=70550f71fe7323601bee2d4a0c459379&user_id=1050969638&is_b=1",过滤型,
霍尼韦尔,5010,2.6,,,,90,40,50,,3.97,967,,3,FALSE,FALSE,FALSE,FALSE,FALSE,HEPA滤芯；5010；350,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.sMwVoY&id=19607530926&areaId=211200&cat_id=2&rn=bd751d39701ac4e385938f6b6dacdeb8&user_id=1050969638&is_b=1,过滤型,
霍尼韦尔,HFD-122,2.6,100,TRUE,,40,20,30,,5.6,"1,398",318,3,FALSE,FALSE,FALSE,FALSE,FALSE,——,——,——,
霍尼韦尔,HHT-011,2.7,55,TRUE,,35,,,中国,2.44,"1,180",,3,FALSE,FALSE,FALSE,FALSE,TRUE,"活性炭滤芯； HRF-B1；80
HEPA滤芯；HRF-C1；200","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.19.h4k8dV&id=20264045929&areaId=211200&cat_id=2&rn=ec7c562e8e03a50a7688ccfaccbbca47&user_id=1050969638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.25.h4k8dV&id=37033636023&areaId=211200&cat_id=2&rn=ec7c562e8e03a50a7688ccfaccbbca47&user_id=1050969638&is_b=1",过滤型,
霍尼韦尔,HPA-102,3.5,,,,54,57,47,中国,3.51,"1,380",,3,TRUE,FALSE,TRUE,FALSE,TRUE,"活性炭滤芯；HRF-APP；150
HEPA滤芯；HRF-R1；300","http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.20.4bvbV4&id=36314355235&areaId=211200&cat_id=2&rn=8f9298f1e6b8513f23ead6d0270fa3ae&user_id=1050969638&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.14.4bvbV4&id=39370754218&areaId=211200&cat_id=2&rn=8f9298f1e6b8513f23ead6d0270fa3ae&user_id=1050969638&is_b=1",过滤型,
飞利浦,AC4001,7.7,176,FALSE,,46,,,中国,3.94,988,150,3,FALSE,FALSE,TRUE,FALSE,TRUE,活性炭过滤网和HEPA过滤网；AC4120；269,http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.3JDD7R&id=40825250583&is_b=1&cat_id=2&q=AC4120&rn=745ff26112b13007e96fffdf77972a69,,
飞利浦,AC4002,3.6,155,FALSE,,40,25,42,,5.31,"2,699",,2,TRUE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4123；199
HEPA过滤网；AC4124；189","http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.cpw2NR&id=13015568492&is_b=1&cat_id=2&q=AC4123&rn=60761c59c213fdf6fae1827f05ae41cb
http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.tu2p2m&id=12815823931&is_b=1&cat_id=2&q=AC4124&rn=d7fdc0315d66bd4db6e1b99adcaafc5c",,
飞利浦,AC4004,3.6,155,FALSE,,40,25,42,,5.31,"3,199",,,TRUE,FALSE,FALSE,TRUE,TRUE,"活性炭过滤网；AC4123；199
HEPA过滤网；AC4124；189
多功能过滤网；AC4121；239","http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.cpw2NR&id=13015568492&is_b=1&cat_id=2&q=AC4123&rn=60761c59c213fdf6fae1827f05ae41cb
http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.tu2p2m&id=12815823931&is_b=1&cat_id=2&q=AC4124&rn=d7fdc0315d66bd4db6e1b99adcaafc5c
http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.pmw1ry&id=12659534281&is_b=1&cat_id=2&q=AC4121&rn=18831e3b93a1021e8021694977bb6dff",,
飞利浦,AC4005,7.6,311,FALSE,,30,,,中国,5.84,"1,424.1",,3,FALSE,FALSE,TRUE,TRUE,TRUE,活性碳过滤网和HEPA过滤网；AC4130；389,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.YNv4p1&id=38529586935&areaId=211200&cat_id=2&rn=321a4f9806f859e0fd74c100ac7e1750&user_id=720795394&is_b=1,,
飞利浦,AC4006,7.6,150,FALSE,,40,36,53,中国,5.31,"2,796",150,4,TRUE,FALSE,TRUE,TRUE,TRUE,去甲醛滤网；AC4125；378,http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.hMWe3c&id=18162080822&areaId=211200&cat_id=2&rn=a96acc9d68d47e90daba911ae228608c&user_id=725490877&is_b=1,,
飞利浦,AC4012,8.4,128,FALSE,,30,34,54,中国,5.35,"1,248",128,3,TRUE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4123；199
HEPA过滤网；AC4124；189","http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.cpw2NR&id=13015568492&is_b=1&cat_id=2&q=AC4123&rn=60761c59c213fdf6fae1827f05ae41cb
http://detail.tmall.com/item.htm?spm=a220m.1000862.1000725.2.tu2p2m&id=12815823931&is_b=1&cat_id=2&q=AC4124&rn=d7fdc0315d66bd4db6e1b99adcaafc5c",,
飞利浦,AC4014,10.4,237,FALSE,,30,35,61,中国,6.1,"1,868",237,3,FALSE,FALSE,TRUE,TRUE,TRUE,"活性碳过滤网；AC4143；199
HEPA过滤网；AC4144；209","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a",,
飞利浦,AC4016,10.4,224,FALSE,,30,31,62,中国,9.92,"1,999",224,3,FALSE,FALSE,TRUE,TRUE,TRUE,去甲醛滤网；AC4147；599,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Ek6Vpz&id=14575211666&rn=f0e7349a580b7ae4b2a6ce3000b43714,,
飞利浦,AC4025,9.4,127,FALSE,,30,36,54,中国,4.5,668,150,3,TRUE,FALSE,TRUE,FALSE,TRUE,"活性碳过滤网；AC4103；69
HEPA过滤网；AC4104；169","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.1TWpSW&id=15867380088&rn=9f1ec632d339c2af04861dc26c6b4bf4
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.33.3bntGA&id=14167162918&rn=254dfe09725132b450ddcf95ec4614a7",,
飞利浦,AC4026,9.4,127,FALSE,,30,39,54,中国,4.8,978,150,3,TRUE,FALSE,TRUE,TRUE,TRUE,去甲醛滤网；AC4127；399,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.DFLTNF&id=14575487170&rn=207498317285ee6dac91acefd9f82d50,,
飞利浦,AC4052,2.6,,,,34,,49,,5,"1,099",,,FALSE,FALSE,FALSE,TRUE,FALSE,"静电沉淀过滤网；AC4105；
沸石气体过滤网；AC4115；","——
——",,
飞利浦,AC4054,2.6,,,34,36,,,,5,"1,999",,,FALSE,FALSE,TRUE,TRUE,FALSE,"静电沉淀过滤网；AC4105；
沸石气体过滤网；AC4115；","——
——",,
飞利浦,AC4064,2.6,,,,61,,,,7.9,"1,999",,,FALSE,FALSE,FALSE,TRUE,FALSE,"静电沉淀过滤网；AC4106；
沸石气体过滤网；AC4116；180","——
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.JVMZaK&id=12426201943&areaId=211200&cat_id=2&rn=9a47eb6fa7f4cb4d7df9bf7014245f5c&user_id=725490877&is_b=1",,
飞利浦,AC4072,8.4,320,FALSE,,47,20,50,韩国,7.2,"2,796",150,5,TRUE,FALSE,FALSE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
多功能过滤网；AC4141；258","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Dv3EGf&id=12938588998&rn=2fbed1c252a6713db5cd226f775b3083",,
飞利浦,AC4074,7.4,320,FALSE,,47,20,50,韩国,7.2,"2,599",250,5,TRUE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
甲醛过滤网；AC4142；228","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.45.LB3OUW&id=12590501853&rn=8d00c9f761d20eeefcf7979ca874c0de",,
飞利浦,AC4076,6.4,250,FALSE,,47,31.5,61.5,韩国,7.4,"3,118",50,5,TRUE,FALSE,FALSE,TRUE,TRUE,去甲醛滤网；AC4147；599,http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.XGv8Zo&id=14575211666&rn=ea6354b3eda5bbb6839aac496d7e0264,,
飞利浦,AC4080,5,167,FALSE,,60,,36,中国,10.2,"1,868",,3,FALSE,,TRUE,TRUE,TRUE,HEPA过滤网AC4158和加湿滤网AC4155；489,"http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.0iBUQb&id=39376468057&areaId=211200&cat_id=2&rn=db6c0071d1f2c09b079023848feca16b&user_id=720795394&is_b=1
",,
飞利浦,AC4081,3.8,223,FALSE,,68,,36,中国,8.3,,150,,TRUE,,TRUE,TRUE,TRUE,——（过滤系统）,——,,
飞利浦,AC4083,2.6,,,,30,22,47,,10.6,"4,999",,3,TRUE,TRUE,FALSE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
多功能过滤网；AC4141；258
加湿滤网；AC4145；199
软水器；AC4146；68","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Dv3EGf&id=12938588998&rn=2fbed1c252a6713db5cd226f775b3083
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.9.AeHMui&id=18186279810&areaId=211200&cat_id=2&rn=1a5ab0e1f78370d96a1e71dcfa986350&user_id=720795394&is_b=1
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.3.N6ekcZ&id=37260376959&areaId=211200&cat_id=2&rn=f59ff2403728fb16e2235b71fb350714&user_id=720795394&is_b=1",,
飞利浦,AC4084,6.4,210,FALSE,,20,34,50,中国,10,"2,888",300,3,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
加湿过滤网；AC4148；229","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.45.zSC1yB&id=21463816278&areaId=211200&cat_id=2&rn=1161e43b6371987d35de675e9450c318&user_id=720795394&is_b=1",,
飞利浦,AC4085,8.6,240,FALSE,,30,33,54,中国,10,"2,499",240,3,FALSE,FALSE,TRUE,TRUE,TRUE,"活性炭过滤网；AC4143；199
HEPA过滤网；AC4144；209
多功能过滤网；AC4141；258
加湿滤网；AC4148；229","http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.25.6g98rH&id=13149412459&rn=9465f574e06cd4457c17d1844cd7d3ee
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.OsNLbM&id=12816195932&rn=4a5dce68459bb6c608a10a69608cfc0a
http://detail.tmall.com/item.htm?spm=a1z10.3.w4011-2605071268.31.Dv3EGf&id=12938588998&rn=2fbed1c252a6713db5cd226f775b3083
http://detail.tmall.com/item.htm?spm=a220m.1000858.1000725.45.zSC1yB&id=21463816278&areaId=211200&cat_id=2&rn=1161e43b6371987d35de675e9450c318&user_id=720795394&is_b=1",,
